openmlid,seed,rf_oob,rf_test,lda_oob,lda_test,pca_oob,pca_test,choice,best_choice_oob,best_choice_test,gap,imp,traintime_rf_act,traintime_lda_act,traintime_pca_act,traintime_rf_max,traintime_lda_max,traintime_pca_max,trees_rf,trees_lda,trees_pca,selfopt_oob,selfopt_test,gap_oob,gap_test,imp_oob,imp_test,traintime_total_act,traintime_total_max,time_compression,tree_compression
6,17,0.9493,0.9392,0.956,0.9489,0.957,0.9491,pca,pca,pca,0.0,0.01,62.668,111.02,3923.372499999998,302.82650000000007,437.1240999999998,3923.372499999998,21,25,100,0.957,0.9491,0.0,0.0,0.007699999999999929,0.00990000000000002,4097.060499999998,4663.323099999998,0.8785710130185918,0.4866666666666667
6,18,0.9469,0.9407,0.96,0.9503,0.9578,0.9512,lda,lda,pca,0.0009000000000000119,0.01,119.85799999999999,517.0805,1113.6059,364.98420000000016,517.0805,4832.088899999996,33,100,23,0.96,0.9503,0.0,0.0009000000000000119,0.0131,0.009600000000000053,1750.5444,5714.153599999996,0.3063523528663985,0.52
6,19,0.9503,0.9429,0.9585,0.9524,0.958,0.9519,pca,lda,lda,0.000500000000000056,0.009,62.7478,101.1922,4046.322300000001,310.7256000000001,427.15449999999987,4046.322300000001,20,24,100,0.958,0.9519,0.000500000000000056,0.000500000000000056,0.007699999999999929,0.009000000000000008,4210.262300000001,4784.202400000001,0.8800343187821653,0.48
11,0,0.8739,0.8483,0.921,0.8701,0.9185,0.8812,lda,lda,pca,0.011099999999999999,0.022,1.195,2.7623,4.961499999999999,3.5872,5.734499999999998,12.7142,32,46,39,0.921,0.8701,0.0,0.011099999999999999,0.04710000000000003,0.02179999999999993,8.9188,22.035899999999998,0.4047395386619108,0.39
11,1,0.8535,0.8632,0.8981,0.903,0.9083,0.8987,lda,pca,lda,0.0,0.04,1.5115999999999998,2.6810000000000005,4.140599999999998,3.2418,5.8358000000000025,11.3863,48,47,40,0.8981,0.903,0.010199999999999987,0.0,0.04459999999999997,0.03980000000000006,8.333199999999998,20.463900000000002,0.4072146560528539,0.45
11,2,0.8267,0.8594,0.8955,0.8953,0.8981,0.8919,lda,pca,lda,0.0,0.036,1.3518000000000006,2.5773,2.9242000000000012,3.2163000000000017,4.862600000000001,9.842899999999997,43,52,30,0.8955,0.8953,0.0026000000000000467,0.0,0.06879999999999997,0.03589999999999993,6.853300000000003,17.921799999999998,0.38240020533651775,0.4166666666666667
11,3,0.8408,0.8517,0.8917,0.8872,0.8994,0.8808,pca,pca,lda,0.006399999999999961,0.029,1.0103,1.1922,3.5029000000000003,3.2362000000000006,5.054500000000002,10.205600000000006,31,23,33,0.8994,0.8808,0.0,0.006399999999999961,0.058599999999999985,0.029100000000000015,5.7054,18.49630000000001,0.30846169233846754,0.29
11,4,0.8688,0.8522,0.9108,0.9043,0.9108,0.8897,pca,lda,lda,0.014599999999999946,0.038,1.6903999999999997,1.6627000000000005,3.6459,3.6437,6.275900000000001,11.8125,49,25,31,0.9108,0.8897,0.0,0.014599999999999946,0.04200000000000004,0.03750000000000009,6.9990000000000006,21.732100000000003,0.32205815360687645,0.35
11,5,0.837,0.8393,0.9032,0.8978,0.9108,0.8855,lda,pca,lda,0.0,0.058,1.5640999999999996,1.5817999999999997,3.6127000000000007,3.2415999999999987,5.4293999999999984,10.819199999999995,48,29,32,0.9032,0.8978,0.007600000000000051,0.0,0.06620000000000004,0.058499999999999996,6.7585999999999995,19.490199999999994,0.34676914551928667,0.36333333333333334
11,6,0.8599,0.8577,0.8854,0.8974,0.8726,0.8876,lda,lda,lda,0.0,0.04,1.3002,3.540700000000001,5.6126000000000005,3.5717999999999988,5.626900000000001,12.176700000000006,40,62,45,0.8854,0.8974,0.0,0.0,0.025499999999999967,0.03969999999999996,10.453500000000002,21.375400000000006,0.4890434798880956,0.49
11,7,0.8879,0.8539,0.9236,0.8881,0.9236,0.8778,pca,lda,lda,0.010299999999999976,0.024,1.036,1.6802999999999997,6.0209,3.4870999999999994,5.2086999999999986,10.376600000000003,30,32,58,0.9236,0.8778,0.0,0.010299999999999976,0.035699999999999954,0.023900000000000032,8.7372,19.072400000000002,0.45810700278937094,0.4
11,8,0.8153,0.8632,0.8357,0.8919,0.8612,0.9004,pca,pca,pca,0.0,0.037,0.8066000000000002,2.1141,5.548700000000002,3.3791,4.630000000000001,9.557600000000004,26,45,58,0.8612,0.9004,0.0,0.0,0.04589999999999994,0.03720000000000001,8.469400000000002,17.566700000000004,0.4821281174039518,0.43
11,9,0.8497,0.8624,0.907,0.8932,0.8981,0.9098,pca,lda,pca,0.0,0.047,1.6382999999999994,1.6779,5.871599999999997,3.3632999999999997,4.9522,11.263799999999994,49,33,55,0.8981,0.9098,0.008900000000000019,0.0,0.0484,0.0474,9.187799999999996,19.579299999999996,0.46926090309663765,0.45666666666666667
11,10,0.823,0.8496,0.9083,0.8928,0.9108,0.8889,pca,pca,lda,0.0039000000000000146,0.039,1.1727,1.8874,3.786500000000001,3.9044,6.268399999999999,12.740800000000005,28,30,30,0.9108,0.8889,0.0,0.0039000000000000146,0.0878000000000001,0.0393,6.846600000000001,22.913600000000002,0.2988007122407653,0.29333333333333333
11,11,0.8599,0.8615,0.9045,0.8932,0.9032,0.8864,pca,lda,lda,0.006800000000000028,0.025,1.3424999999999998,1.6139,4.9868000000000015,3.5477,5.0649000000000015,11.633200000000002,33,32,43,0.9032,0.8864,0.0012999999999999678,0.006800000000000028,0.043300000000000005,0.024899999999999922,7.943200000000001,20.245800000000003,0.3923381639648717,0.36
11,12,0.8599,0.8449,0.9172,0.8765,0.9185,0.8825,lda,pca,pca,0.006000000000000005,0.032,1.2364000000000002,2.538,4.1355,4.218399999999999,6.6434000000000015,12.969199999999994,29,37,31,0.9172,0.8765,0.0012999999999999678,0.006000000000000005,0.05730000000000002,0.03159999999999996,7.9099,23.830999999999996,0.3319164113969201,0.3233333333333333
11,13,0.8573,0.8675,0.879,0.9073,0.8815,0.9047,lda,pca,lda,0.0,0.04,0.8417000000000001,1.9751,3.6335000000000006,3.2661,4.6474,9.3597,24,43,39,0.879,0.9073,0.0024999999999999467,0.0,0.021700000000000053,0.03979999999999995,6.4503,17.2732,0.37342820091239615,0.35333333333333333
11,14,0.8522,0.8539,0.8867,0.8923,0.8675,0.8979,pca,lda,pca,0.0,0.044,1.0413999999999997,1.4924000000000002,3.1241,3.2299999999999986,4.711600000000002,9.851399999999996,32,32,32,0.8675,0.8979,0.019199999999999995,0.0,0.015300000000000091,0.04400000000000004,5.6579,17.792999999999996,0.317984600685663,0.32
11,15,0.8408,0.8632,0.8854,0.9038,0.8917,0.8992,lda,pca,lda,0.0,0.041,1.4074000000000002,2.3244,3.7106,3.980100000000002,6.066300000000001,11.912799999999995,35,39,31,0.8854,0.9038,0.006300000000000083,0.0,0.04459999999999997,0.04060000000000008,7.442399999999999,21.959199999999996,0.3389194506175089,0.35
11,16,0.9045,0.85,0.9045,0.8932,0.9108,0.8919,pca,pca,lda,0.0012999999999999678,0.042,0.9651,2.1332,5.7589,3.9004000000000008,5.767299999999999,11.702800000000002,24,36,48,0.9108,0.8919,0.0,0.0012999999999999678,0.006300000000000083,0.04190000000000005,8.857199999999999,21.3705,0.41445918438969603,0.36
11,17,0.8612,0.8632,0.9108,0.9042,0.8968,0.8889,lda,lda,lda,0.0,0.041,1.2797,3.655600000000001,3.1269,3.2661999999999995,5.320100000000001,11.164600000000002,36,71,32,0.9108,0.9042,0.0,0.0,0.04960000000000009,0.041000000000000036,8.0622,19.7509,0.4081940569796819,0.4633333333333333
11,18,0.8599,0.8427,0.9121,0.8897,0.8917,0.8902,lda,lda,pca,0.0004999999999999449,0.047,1.4856999999999998,2.2133000000000003,4.662700000000001,3.659,5.1961,12.583200000000005,37,42,38,0.9121,0.8897,0.0,0.0004999999999999449,0.052200000000000024,0.04700000000000004,8.3617,21.438300000000005,0.3900355905085757,0.39
11,19,0.9032,0.8397,0.9236,0.8885,0.9108,0.8718,lda,lda,lda,0.0,0.049,1.1991999999999998,3.1722,6.5977000000000015,4.0107,5.5035,12.136,29,62,55,0.9236,0.8885,0.0,0.0,0.020399999999999974,0.048799999999999955,10.969100000000001,21.650199999999998,0.5066512087648152,0.4866666666666667
12,0,0.9664,0.9493,0.9752,0.9644,0.976,0.9591,lda,pca,lda,0.0,0.015,28.4093,18.612400000000004,112.8489,73.1592,44.2601,357.0365000000001,38,44,31,0.9752,0.9644,0.0008000000000000229,0.0,0.008799999999999919,0.015100000000000002,159.87060000000002,474.45580000000007,0.33695572906896704,0.37666666666666665
12,1,0.9428,0.9587,0.962,0.9736,0.968,0.9701,lda,pca,lda,0.0,0.015,21.093800000000005,18.2848,146.74380000000005,65.5517,38.5132,333.71700000000027,32,47,43,0.962,0.9736,0.006000000000000005,0.0,0.019199999999999995,0.014900000000000024,186.12240000000006,437.7819000000003,0.425148687051703,0.4066666666666667
12,2,0.956,0.9515,0.9752,0.9683,0.9808,0.9661,lda,pca,lda,0.0,0.017,26.538499999999992,15.6435,62.28460000000001,65.23949999999999,39.39550000000001,330.69300000000004,41,39,19,0.9752,0.9683,0.005600000000000049,0.0,0.019199999999999995,0.016800000000000037,104.4666,435.32800000000003,0.2399721589238459,0.33
12,3,0.9544,0.9549,0.9728,0.9768,0.9744,0.9657,lda,pca,lda,0.0,0.022,26.5689,34.0726,76.47609999999997,76.42850000000001,38.6842,336.5992,37,88,23,0.9728,0.9768,0.0016000000000000458,0.0,0.018399999999999972,0.02190000000000003,137.11759999999998,451.7119,0.30355100230921517,0.49333333333333335
